HourUTC;HourDK;PriceArea;TotalLoad;OnshoreWindPower;OffshoreWindPower;ExchangeContinent;ExchangeGreatBelt;ExchangeNordicCountries
18-11-18 18.00;18-11-18 19.00;DK1;2428.06;1015.77;480.46;333.00;-342.00;40.00
18-11-18 19.00;18-11-18 20.00;DK1;2226.16;869.23;403.54;868.00;-570.00;-528.00
18-11-18 20.00;18-11-18 21.00;DK1;2105.21;850.96;420.17;764.00;-565.00;-581.00
18-11-18 21.00;18-11-18 22.00;DK1;1957.26;808.98;454.51;163.00;-247.00;-161.00
18-11-18 22.00;18-11-18 23.00;DK1;1848.38;783.39;452.91;1008.00;-528.00;-704.00
18-11-18 23.00;19-11-18 00.00;DK1;1808.16;797.28;457.89;1471.00;-309.00;-1281.00
19-11-18 00.00;19-11-18 01.00;DK1;1774.47;857.56;534.86;1481.00;-217.00;-1486.00
19-11-18 01.00;19-11-18 02.00;DK1;1774.38;927.15;531.01;1490.00;-268.00;-1590.00
19-11-18 02.00;19-11-18 03.00;DK1;1780.27;1052.96;611.68;1479.00;-393.00;-1567.00
19-11-18 03.00;19-11-18 04.00;DK1;1839.60;1204.76;642.59;1452.00;-394.00;-1659.00
19-11-18 04.00;19-11-18 05.00;DK1;1990.57;1303.98;647.92;1130.00;-569.00;-1234.00
19-11-18 05.00;19-11-18 06.00;DK1;2450.73;1419.24;651.43;999.00;-550.00;-726.00
19-11-18 06.00;19-11-18 07.00;DK1;2972.54;1418.17;456.43;805.00;-332.00;80.00
19-11-18 07.00;19-11-18 08.00;DK1;3058.21;1660.10;520.98;603.00;-567.00;341.00
19-11-18 08.00;19-11-18 09.00;DK1;3017.09;1694.72;507.99;666.00;-590.00;210.00
19-11-18 09.00;19-11-18 10.00;DK1;3074.75;1658.19;647.88;674.00;-590.00;55.00
19-11-18 10.00;19-11-18 11.00;DK1;3061.64;1629.20;653.73;661.00;-590.00;4.00
19-11-18 11.00;19-11-18 12.00;DK1;3043.89;1748.77;650.14;865.00;-589.00;-334.00
19-11-18 12.00;19-11-18 13.00;DK1;3058.00;1683.84;646.03;939.00;-577.00;-207.00
19-11-18 13.00;19-11-18 14.00;DK1;3013.83;1583.91;649.15;963.00;-589.00;-129.00
19-11-18 14.00;19-11-18 15.00;DK1;2958.22;1614.86;649.33;893.00;-590.00;-161.00
19-11-18 15.00;19-11-18 16.00;DK1;3060.99;1627.87;648.60;797.00;-590.00;-142.00
19-11-18 16.00;19-11-18 17.00;DK1;3270.27;1680.47;650.66;693.00;-590.00;279.00
19-11-18 17.00;19-11-18 18.00;DK1;3020.62;1751.56;650.37;569.00;-589.00;-521.00
19-11-18 18.00;19-11-18 19.00;DK1;2829.52;1805.65;652.18;516.00;-522.00;-724.00
19-11-18 19.00;19-11-18 20.00;DK1;2683.71;1827.74;652.18;1321.00;-573.00;-1233.00
19-11-18 20.00;19-11-18 21.00;DK1;2502.04;1840.26;652.09;1470.00;-581.00;-1801.00
19-11-18 21.00;19-11-18 22.00;DK1;2323.76;1881.70;651.53;1434.00;-577.00;-1842.00
19-11-18 22.00;19-11-18 23.00;DK1;2161.62;1853.60;647.45;1340.00;-554.00;-1732.00
19-11-18 23.00;20-11-18 00.00;DK1;2056.27;1776.42;644.71;1440.00;-459.00;-1951.00
20-11-18 00.00;20-11-18 01.00;DK1;1980.94;1688.74;644.02;1538.00;-508.00;-1963.00
20-11-18 01.00;20-11-18 02.00;DK1;1975.66;1672.04;636.25;1687.00;-535.00;-1961.00
20-11-18 02.00;20-11-18 03.00;DK1;2006.33;1669.12;640.58;1647.00;-531.00;-1953.00
20-11-18 03.00;20-11-18 04.00;DK1;2021.11;1738.01;646.50;1504.00;-592.00;-1821.00
20-11-18 04.00;20-11-18 05.00;DK1;2161.15;1864.60;648.69;1491.00;-592.00;-1791.00
20-11-18 05.00;20-11-18 06.00;DK1;2561.33;1912.09;649.64;1440.00;-555.00;-1832.00
20-11-18 06.00;20-11-18 07.00;DK1;3000.23;1969.30;651.13;1178.00;-363.00;-1296.00
20-11-18 07.00;20-11-18 08.00;DK1;2917.24;1738.57;646.37;1171.00;-584.00;-1019.00
20-11-18 08.00;20-11-18 09.00;DK1;3059.54;1841.00;647.26;1335.00;-454.00;-1293.00
20-11-18 09.00;20-11-18 10.00;DK1;3097.20;1798.30;642.45;1465.00;-585.00;-1369.00
20-11-18 10.00;20-11-18 11.00;DK1;3078.69;1811.64;641.36;1460.00;-556.00;-1343.00
20-11-18 11.00;20-11-18 12.00;DK1;2977.28;1940.94;652.20;1411.00;-579.00;-1844.00
20-11-18 12.00;20-11-18 13.00;DK1;3006.75;2117.77;650.92;1167.00;-584.00;-1322.00
20-11-18 13.00;20-11-18 14.00;DK1;3070.24;2060.81;653.60;974.00;-537.00;-811.00
20-11-18 14.00;20-11-18 15.00;DK1;2990.44;2131.16;656.80;841.00;-584.00;-718.00
20-11-18 15.00;20-11-18 16.00;DK1;3101.77;2213.59;572.44;769.00;-590.00;-484.00
20-11-18 16.00;20-11-18 17.00;DK1;3253.18;2257.94;516.90;722.00;-590.00;-294.00
20-11-18 17.00;20-11-18 18.00;DK1;3107.44;2333.23;655.49;791.00;-590.00;-677.00
20-11-18 18.00;20-11-18 19.00;DK1;2921.64;2532.90;656.66;640.00;-586.00;-864.00
20-11-18 19.00;20-11-18 20.00;DK1;2733.50;2266.35;658.65;899.00;-587.00;-919.00
20-11-18 20.00;20-11-18 21.00;DK1;2509.09;2169.95;572.78;969.00;-593.00;-1082.00
20-11-18 21.00;20-11-18 22.00;DK1;2354.33;2267.71;656.14;845.00;-587.00;-1279.00
20-11-18 22.00;20-11-18 23.00;DK1;2217.79;2442.97;654.66;888.00;-562.00;-1712.00
20-11-18 23.00;21-11-18 00.00;DK1;2065.03;2141.13;652.66;902.00;-237.00;-1714.00
21-11-18 00.00;21-11-18 01.00;DK1;2014.67;2310.30;660.47;995.00;-561.00;-1834.00
21-11-18 01.00;21-11-18 02.00;DK1;1960.83;2269.23;657.16;1016.00;-590.00;-1774.00
21-11-18 02.00;21-11-18 03.00;DK1;1975.10;2309.79;654.78;932.00;-590.00;-1807.00
21-11-18 03.00;21-11-18 04.00;DK1;2068.71;2508.14;651.86;953.00;-587.00;-1989.00
21-11-18 04.00;21-11-18 05.00;DK1;2242.53;2406.08;653.31;1172.00;-563.00;-1930.00
21-11-18 05.00;21-11-18 06.00;DK1;2614.88;2178.45;607.08;977.00;-453.00;-1204.00
21-11-18 06.00;21-11-18 07.00;DK1;3034.99;2415.14;482.47;854.00;-575.00;-811.00
21-11-18 07.00;21-11-18 08.00;DK1;3101.65;2435.93;645.87;561.00;-589.00;-554.00
21-11-18 08.00;21-11-18 09.00;DK1;3099.60;2258.41;645.31;604.00;-589.00;-442.00
21-11-18 09.00;21-11-18 10.00;DK1;3136.00;2195.10;641.68;291.00;-589.00;-257.00
21-11-18 10.00;21-11-18 11.00;DK1;3102.19;2071.52;641.79;314.00;-589.00;-247.00
21-11-18 11.00;21-11-18 12.00;DK1;3033.81;2068.09;644.65;179.00;-589.00;-281.00
21-11-18 12.00;21-11-18 13.00;DK1;3011.07;2054.17;646.51;134.00;-589.00;-293.00
21-11-18 13.00;21-11-18 14.00;DK1;2958.85;2025.85;646.35;131.00;-589.00;-209.00
21-11-18 14.00;21-11-18 15.00;DK1;2912.58;1878.03;643.74;155.00;-589.00;-89.00
21-11-18 15.00;21-11-18 16.00;DK1;3040.74;1753.50;619.04;105.00;-589.00;116.00
21-11-18 16.00;21-11-18 17.00;DK1;3243.18;1668.41;572.79;33.00;-589.00;494.00
21-11-18 17.00;21-11-18 18.00;DK1;3060.45;1605.32;561.04;-391.00;-589.00;527.00
21-11-18 18.00;21-11-18 19.00;DK1;2835.15;1547.38;555.14;-914.00;-580.00;766.00
21-11-18 19.00;21-11-18 20.00;DK1;2680.77;1464.57;572.52;-748.00;-587.00;618.00
21-11-18 20.00;21-11-18 21.00;DK1;2494.68;1373.13;540.65;-445.00;-588.00;437.00
21-11-18 21.00;21-11-18 22.00;DK1;2335.43;1198.12;474.99;-11.00;-542.00;253.00
21-11-18 22.00;21-11-18 23.00;DK1;2100.47;1053.23;480.46;-345.00;-60.00;205.00
21-11-18 23.00;22-11-18 00.00;DK1;2089.10;929.37;487.76;-485.00;-30.00;444.00
22-11-18 00.00;22-11-18 01.00;DK1;1994.73;869.42;476.09;-635.00;-149.00;656.00
22-11-18 01.00;22-11-18 02.00;DK1;1950.38;752.17;441.97;-746.00;-45.00;795.00
22-11-18 02.00;22-11-18 03.00;DK1;1986.08;734.56;383.50;-755.00;-31.00;887.00
22-11-18 03.00;22-11-18 04.00;DK1;2004.97;724.23;352.45;-792.00;-68.00;886.00
22-11-18 04.00;22-11-18 05.00;DK1;2130.90;675.47;327.69;-650.00;-548.00;1350.00
22-11-18 05.00;22-11-18 06.00;DK1;2533.08;622.43;301.19;-945.00;-591.00;1902.00
22-11-18 06.00;22-11-18 07.00;DK1;2934.16;603.33;272.43;-885.00;-582.00;1942.00
22-11-18 07.00;22-11-18 08.00;DK1;3011.67;587.79;241.94;-787.00;-378.00;1596.00
22-11-18 08.00;22-11-18 09.00;DK1;2994.62;577.74;240.19;-1003.00;-370.00;1692.00
22-11-18 09.00;22-11-18 10.00;DK1;3073.60;591.26;219.75;-986.00;-370.00;1735.00
22-11-18 10.00;22-11-18 11.00;DK1;3086.43;606.18;216.37;-1174.00;-370.00;1937.00
22-11-18 11.00;22-11-18 12.00;DK1;3004.19;589.45;219.45;-1141.00;-370.00;1940.00
22-11-18 12.00;22-11-18 13.00;DK1;2997.35;588.82;211.17;-1182.00;-384.00;1933.00
22-11-18 13.00;22-11-18 14.00;DK1;2915.93;582.97;207.24;-1184.00;-568.00;1924.00
22-11-18 14.00;22-11-18 15.00;DK1;2870.91;559.08;194.48;-991.00;-477.00;1692.00
22-11-18 15.00;22-11-18 16.00;DK1;2939.16;513.94;202.33;-623.00;-581.00;1434.00
22-11-18 16.00;22-11-18 17.00;DK1;3137.87;469.19;220.74;-417.00;-587.00;1499.00
22-11-18 17.00;22-11-18 18.00;DK1;3003.34;448.24;239.81;-831.00;-549.00;1839.00
22-11-18 18.00;22-11-18 19.00;DK1;2846.69;466.05;216.95;-1041.00;-473.00;1929.00
22-11-18 19.00;22-11-18 20.00;DK1;2692.17;434.56;224.99;-1203.00;-402.00;1942.00
22-11-18 20.00;22-11-18 21.00;DK1;2471.93;409.28;233.46;-1180.00;-562.00;1942.00
22-11-18 21.00;22-11-18 22.00;DK1;2302.29;415.34;233.24;-1247.00;-355.00;1915.00
22-11-18 22.00;22-11-18 23.00;DK1;2119.28;386.84;213.27;-1220.00;-137.00;1645.00
22-11-18 23.00;23-11-18 00.00;DK1;2019.29;326.69;196.32;-1224.00;-92.00;1717.00
23-11-18 00.00;23-11-18 01.00;DK1;1961.00;307.90;148.19;-1307.00;-69.00;1732.00
23-11-18 01.00;23-11-18 02.00;DK1;1922.14;341.55;130.09;-1307.00;-20.00;1616.00
23-11-18 02.00;23-11-18 03.00;DK1;1938.41;363.67;125.06;-1308.00;-4.00;1650.00
23-11-18 03.00;23-11-18 04.00;DK1;1997.58;348.58;149.82;-1302.00;-19.00;1679.00
23-11-18 04.00;23-11-18 05.00;DK1;2150.51;309.00;166.29;-1334.00;-215.00;1925.00
23-11-18 05.00;23-11-18 06.00;DK1;2527.60;288.32;162.08;-1295.00;-291.00;1942.00
23-11-18 06.00;23-11-18 07.00;DK1;2884.31;338.99;165.23;-1157.00;-411.00;1938.00
23-11-18 07.00;23-11-18 08.00;DK1;2980.39;350.22;179.28;-991.00;-444.00;1871.00
23-11-18 08.00;23-11-18 09.00;DK1;3019.32;344.71;182.27;-791.00;-443.00;1812.00
23-11-18 09.00;23-11-18 10.00;DK1;3053.53;329.59;175.50;-937.00;-283.00;1933.00
23-11-18 10.00;23-11-18 11.00;DK1;3021.13;273.20;136.32;-711.00;-414.00;1943.00
23-11-18 11.00;23-11-18 12.00;DK1;2919.60;227.57;119.08;-818.00;-397.00;1942.00
23-11-18 12.00;23-11-18 13.00;DK1;2836.16;190.70;98.84;-973.00;-234.00;1943.00
23-11-18 13.00;23-11-18 14.00;DK1;2741.48;162.49;83.83;-939.00;-389.00;1943.00
23-11-18 14.00;23-11-18 15.00;DK1;2695.63;126.72;68.24;-906.00;-439.00;1934.00
23-11-18 15.00;23-11-18 16.00;DK1;2787.15;96.79;71.15;-638.00;-433.00;1802.00
23-11-18 16.00;23-11-18 17.00;DK1;2892.04;73.46;66.97;-813.00;-112.00;1701.00
23-11-18 17.00;23-11-18 18.00;DK1;2768.92;58.92;68.32;-724.00;-193.00;1582.00
23-11-18 18.00;23-11-18 19.00;DK1;2585.29;40.54;63.37;-1002.00;-195.00;1807.00
23-11-18 19.00;23-11-18 20.00;DK1;2444.50;36.07;38.41;-1118.00;-174.00;1911.00
23-11-18 20.00;23-11-18 21.00;DK1;2336.27;37.78;41.72;-1220.00;-91.00;1942.00
23-11-18 21.00;23-11-18 22.00;DK1;2186.07;39.45;48.74;-1289.00;27.00;1944.00
23-11-18 22.00;23-11-18 23.00;DK1;2050.97;31.23;32.57;-1218.00;-109.00;1942.00
23-11-18 23.00;24-11-18 00.00;DK1;1924.72;24.46;18.76;-1287.00;59.00;1943.00
24-11-18 00.00;24-11-18 01.00;DK1;1834.92;21.82;12.50;-1248.00;0.00;1942.00
24-11-18 01.00;24-11-18 02.00;DK1;1793.41;36.26;8.14;-1201.00;-10.00;1917.00
24-11-18 02.00;24-11-18 03.00;DK1;1775.66;73.89;10.24;-1296.00;78.00;1943.00
24-11-18 03.00;24-11-18 04.00;DK1;1805.10;109.45;19.74;-1253.00;43.00;1942.00
24-11-18 04.00;24-11-18 05.00;DK1;1866.32;111.23;22.85;-1063.00;0.00;1933.00
24-11-18 05.00;24-11-18 06.00;DK1;1998.81;91.43;45.97;-695.00;-82.00;1618.00
24-11-18 06.00;24-11-18 07.00;DK1;2173.41;89.29;66.89;-588.00;-130.00;1512.00
24-11-18 07.00;24-11-18 08.00;DK1;2330.72;109.37;71.93;-637.00;-102.00;1509.00
24-11-18 08.00;24-11-18 09.00;DK1;2453.03;153.04;80.97;-598.00;-121.00;1509.00
24-11-18 09.00;24-11-18 10.00;DK1;2510.68;185.57;77.28;-490.00;-302.00;1508.00
24-11-18 10.00;24-11-18 11.00;DK1;2508.65;221.24;78.33;-669.00;-124.00;1509.00
24-11-18 11.00;24-11-18 12.00;DK1;2451.03;279.66;62.70;-856.00;4.00;1508.00
24-11-18 12.00;24-11-18 13.00;DK1;2415.85;359.05;51.92;-811.00;-121.00;1508.00
24-11-18 13.00;24-11-18 14.00;DK1;2404.62;474.53;64.14;-991.00;-65.00;1508.00
24-11-18 14.00;24-11-18 15.00;DK1;2416.32;579.17;115.72;-1174.00;-16.00;1509.00
24-11-18 15.00;24-11-18 16.00;DK1;2534.20;710.99;319.77;-1202.00;-159.00;1509.00
24-11-18 16.00;24-11-18 17.00;DK1;2761.99;781.51;322.61;-1044.00;-243.00;1509.00
24-11-18 17.00;24-11-18 18.00;DK1;2666.66;706.80;279.89;-1076.00;-174.00;1509.00
24-11-18 18.00;24-11-18 19.00;DK1;2480.89;705.02;271.36;-1259.00;-119.00;1508.00
24-11-18 19.00;24-11-18 20.00;DK1;2331.36;692.74;291.76;-992.00;-217.00;1508.00
24-11-18 20.00;24-11-18 21.00;DK1;2196.35;700.61;266.54;-1266.00;-36.00;1509.00
24-11-18 21.00;24-11-18 22.00;DK1;2054.47;723.98;303.35;-1313.00;-293.00;1509.00
24-11-18 22.00;24-11-18 23.00;DK1;1964.20;737.62;343.17;-1298.00;-418.00;1507.00
24-11-18 23.00;25-11-18 00.00;DK1;1879.35;776.53;378.73;-1332.00;-236.00;1488.00
25-11-18 00.00;25-11-18 01.00;DK1;1805.13;734.98;380.15;-1379.00;-156.00;1419.00
25-11-18 01.00;25-11-18 02.00;DK1;1776.29;715.55;352.15;-1340.00;-137.00;1388.00
25-11-18 02.00;25-11-18 03.00;DK1;1751.55;637.49;270.62;-1352.00;-13.00;1395.00
25-11-18 03.00;25-11-18 04.00;DK1;1764.05;673.94;265.50;-1226.00;12.00;1225.00
25-11-18 04.00;25-11-18 05.00;DK1;1810.12;743.41;277.88;-1276.00;-2.00;1229.00
25-11-18 05.00;25-11-18 06.00;DK1;1917.80;807.49;345.00;-1280.00;-169.00;1339.00
25-11-18 06.00;25-11-18 07.00;DK1;2100.02;854.49;418.44;-1334.00;-278.00;1497.00
25-11-18 07.00;25-11-18 08.00;DK1;2247.88;887.64;444.93;-1328.00;-304.00;1509.00
25-11-18 08.00;25-11-18 09.00;DK1;2348.29;931.10;390.89;-1303.00;-128.00;1508.00
25-11-18 09.00;25-11-18 10.00;DK1;2401.09;926.11;392.21;-1322.00;-179.00;1508.00
25-11-18 10.00;25-11-18 11.00;DK1;2415.34;925.89;400.66;-1157.00;-326.00;1508.00
25-11-18 11.00;25-11-18 12.00;DK1;2404.91;893.07;361.34;-1352.00;-299.00;1502.00
25-11-18 12.00;25-11-18 13.00;DK1;2380.29;851.17;317.38;-1366.00;-231.00;1509.00
25-11-18 13.00;25-11-18 14.00;DK1;2369.70;825.68;291.29;-1349.00;-175.00;1509.00
25-11-18 14.00;25-11-18 15.00;DK1;2388.79;830.96;328.90;-1337.00;-127.00;1509.00
25-11-18 15.00;25-11-18 16.00;DK1;2593.81;849.57;329.75;-1175.00;-218.00;1509.00
25-11-18 16.00;25-11-18 17.00;DK1;2806.13;877.88;353.41;-1152.00;-81.00;1510.00
25-11-18 17.00;25-11-18 18.00;DK1;2750.99;888.35;350.42;-1078.00;-220.00;1510.00
25-11-18 18.00;25-11-18 19.00;DK1;2579.39;827.94;370.35;-1056.00;-357.00;1509.00
25-11-18 19.00;25-11-18 20.00;DK1;2424.52;832.43;345.92;-1160.00;-253.00;1510.00
25-11-18 20.00;25-11-18 21.00;DK1;2281.91;798.19;281.29;-1169.00;-228.00;1507.00
25-11-18 21.00;25-11-18 22.00;DK1;2158.35;775.78;242.85;-1219.00;-208.00;1510.00
25-11-18 22.00;25-11-18 23.00;DK1;2028.97;675.79;214.91;-1231.00;-111.00;1504.00
25-11-18 23.00;26-11-18 00.00;DK1;1958.94;594.07;198.61;-1204.00;70.00;1410.00
26-11-18 00.00;26-11-18 01.00;DK1;1916.12;495.08;148.57;-912.00;95.00;1251.00
26-11-18 01.00;26-11-18 02.00;DK1;1919.38;416.41;113.99;-154.00;46.00;758.00
26-11-18 02.00;26-11-18 03.00;DK1;1955.29;375.22;109.26;1092.00;-542.00;182.00
26-11-18 03.00;26-11-18 04.00;DK1;2024.78;411.09;85.61;1454.00;-575.00;-75.00
26-11-18 04.00;26-11-18 05.00;DK1;2190.27;406.52;106.84;841.00;-555.00;389.00
26-11-18 05.00;26-11-18 06.00;DK1;2562.18;406.82;114.64;128.00;-184.00;884.00
26-11-18 06.00;26-11-18 07.00;DK1;2941.16;415.11;113.80;882.00;-333.00;498.00
26-11-18 07.00;26-11-18 08.00;DK1;3109.88;376.31;112.05;776.00;-331.00;806.00
26-11-18 08.00;26-11-18 09.00;DK1;3076.05;314.14;112.92;555.00;-349.00;1047.00
26-11-18 09.00;26-11-18 10.00;DK1;3089.10;180.58;85.56;201.00;-269.00;1370.00
26-11-18 10.00;26-11-18 11.00;DK1;3046.86;82.11;39.96;60.00;-208.00;1503.00
26-11-18 11.00;26-11-18 12.00;DK1;2973.06;61.07;23.97;-49.00;-183.00;1510.00
26-11-18 12.00;26-11-18 13.00;DK1;2974.08;56.74;32.78;-70.00;-177.00;1509.00
26-11-18 13.00;26-11-18 14.00;DK1;2925.52;68.52;56.96;-43.00;-168.00;1485.00
26-11-18 14.00;26-11-18 15.00;DK1;2894.47;120.34;37.86;392.00;-343.00;1153.00
26-11-18 15.00;26-11-18 16.00;DK1;3040.65;162.87;29.84;817.00;-479.00;938.00
26-11-18 16.00;26-11-18 17.00;DK1;3241.09;163.76;61.42;531.00;-353.00;1225.00
26-11-18 17.00;26-11-18 18.00;DK1;3081.92;125.72;73.09;395.00;-465.00;1327.00
26-11-18 18.00;26-11-18 19.00;DK1;2891.66;74.79;72.07;-292.00;-319.00;1738.00
26-11-18 19.00;26-11-18 20.00;DK1;2735.70;62.68;75.38;-667.00;-241.00;1940.00
26-11-18 20.00;26-11-18 21.00;DK1;2583.39;85.62;35.72;-751.00;-297.00;1941.00
26-11-18 21.00;26-11-18 22.00;DK1;2405.61;127.37;69.54;-1027.00;-216.00;1942.00
26-11-18 22.00;26-11-18 23.00;DK1;2230.24;164.87;73.16;-1272.00;63.00;1937.00
26-11-18 23.00;27-11-18 00.00;DK1;2127.03;137.27;80.12;-1279.00;23.00;1859.00
27-11-18 00.00;27-11-18 01.00;DK1;2073.42;114.92;127.44;-1268.00;-42.00;1909.00
27-11-18 01.00;27-11-18 02.00;DK1;2050.27;88.16;82.16;-1255.00;-42.00;1830.00
27-11-18 02.00;27-11-18 03.00;DK1;2045.15;68.66;47.89;-1034.00;-144.00;1753.00
27-11-18 03.00;27-11-18 04.00;DK1;2107.81;68.52;31.00;-953.00;-118.00;1763.00
27-11-18 04.00;27-11-18 05.00;DK1;2265.21;51.63;19.19;-925.00;-45.00;1746.00
27-11-18 05.00;27-11-18 06.00;DK1;2663.92;46.71;22.55;113.00;-302.00;1176.00
27-11-18 06.00;27-11-18 07.00;DK1;3005.60;49.87;28.50;882.00;-396.00;629.00
27-11-18 07.00;27-11-18 08.00;DK1;3096.59;60.80;34.86;1030.00;-560.00;637.00
27-11-18 08.00;27-11-18 09.00;DK1;3050.69;45.23;31.69;662.00;-519.00;942.00
27-11-18 09.00;27-11-18 10.00;DK1;3124.37;39.58;30.77;456.00;-519.00;1106.00
27-11-18 10.00;27-11-18 11.00;DK1;3072.64;29.60;36.19;399.00;-454.00;1036.00
27-11-18 11.00;27-11-18 12.00;DK1;2989.63;31.78;27.98;441.00;-590.00;1014.00
27-11-18 12.00;27-11-18 13.00;DK1;3019.31;59.29;41.99;811.00;-590.00;649.00
27-11-18 13.00;27-11-18 14.00;DK1;2955.40;122.13;78.75;857.00;-588.00;537.00
27-11-18 14.00;27-11-18 15.00;DK1;2907.60;194.98;79.47;1147.00;-528.00;111.00
27-11-18 15.00;27-11-18 16.00;DK1;3062.48;316.38;118.72;1494.00;-587.00;-156.00
27-11-18 16.00;27-11-18 17.00;DK1;3296.58;495.81;167.62;1465.00;-544.00;-147.00
27-11-18 17.00;27-11-18 18.00;DK1;3145.63;605.96;168.55;785.00;-587.00;353.00
27-11-18 18.00;27-11-18 19.00;DK1;2968.13;540.50;175.54;-36.00;-590.00;1070.00
27-11-18 19.00;27-11-18 20.00;DK1;2849.67;607.26;229.79;-739.00;-586.00;1653.00
27-11-18 20.00;27-11-18 21.00;DK1;2687.88;630.24;245.63;-806.00;-584.00;1673.00
27-11-18 21.00;27-11-18 22.00;DK1;2483.85;625.31;300.13;-1009.00;-587.00;1703.00
27-11-18 22.00;27-11-18 23.00;DK1;2309.59;715.74;334.76;-788.00;-588.00;1205.00
27-11-18 23.00;28-11-18 00.00;DK1;2243.36;769.99;362.50;-67.00;-538.00;696.00
28-11-18 00.00;28-11-18 01.00;DK1;2135.06;902.55;385.83;845.00;-577.00;-514.00
28-11-18 01.00;28-11-18 02.00;DK1;2119.95;985.33;423.05;912.00;-580.00;-693.00
28-11-18 02.00;28-11-18 03.00;DK1;2140.91;936.14;395.58;1129.00;-567.00;-951.00
28-11-18 03.00;28-11-18 04.00;DK1;2181.37;900.03;470.04;981.00;-292.00;-977.00
28-11-18 04.00;28-11-18 05.00;DK1;2343.55;1092.96;560.16;575.00;-572.00;-578.00
28-11-18 05.00;28-11-18 06.00;DK1;2806.03;1129.26;415.67;681.00;-593.00;339.00
28-11-18 06.00;28-11-18 07.00;DK1;3238.27;1383.15;439.94;839.00;-590.00;97.00
28-11-18 07.00;28-11-18 08.00;DK1;3351.51;1727.57;574.86;584.00;-590.00;113.00
28-11-18 08.00;28-11-18 09.00;DK1;3344.96;2075.91;506.99;553.00;-590.00;-208.00
28-11-18 09.00;28-11-18 10.00;DK1;3322.74;2100.55;637.07;651.00;-590.00;-477.00
28-11-18 10.00;28-11-18 11.00;DK1;3222.76;2306.59;641.35;644.00;-590.00;-945.00
28-11-18 11.00;28-11-18 12.00;DK1;3152.42;2312.15;449.15;1163.00;-590.00;-1465.00
28-11-18 12.00;28-11-18 13.00;DK1;3168.87;2361.20;459.03;1106.00;-590.00;-1369.00
28-11-18 13.00;28-11-18 14.00;DK1;3118.46;2453.74;564.40;864.00;-590.00;-1224.00
28-11-18 14.00;28-11-18 15.00;DK1;3081.46;2456.96;457.03;806.00;-590.00;-905.00
28-11-18 15.00;28-11-18 16.00;DK1;3219.93;2517.94;452.36;899.00;-590.00;-957.00
28-11-18 16.00;28-11-18 17.00;DK1;3376.95;2663.19;452.22;876.00;-590.00;-864.00
28-11-18 17.00;28-11-18 18.00;DK1;3202.69;2409.32;445.46;965.00;-590.00;-836.00
28-11-18 18.00;28-11-18 19.00;DK1;2996.12;2422.78;447.55;1173.00;-590.00;-1265.00
28-11-18 19.00;28-11-18 20.00;DK1;2849.43;2607.34;653.60;1269.00;-589.00;-1822.00
28-11-18 20.00;28-11-18 21.00;DK1;2694.31;2641.67;654.06;1212.00;-593.00;-1941.00
28-11-18 21.00;28-11-18 22.00;DK1;2488.31;2536.78;654.13;1183.00;-588.00;-1989.00
28-11-18 22.00;28-11-18 23.00;DK1;2328.82;2731.44;654.05;803.00;-590.00;-1982.00
28-11-18 23.00;29-11-18 00.00;DK1;2199.65;2504.95;650.88;1104.00;-590.00;-1981.00
29-11-18 00.00;29-11-18 01.00;DK1;2134.75;2260.95;500.04;1299.00;-590.00;-1991.00
29-11-18 01.00;29-11-18 02.00;DK1;2124.04;2318.43;642.47;1105.00;-590.00;-2001.00
29-11-18 02.00;29-11-18 03.00;DK1;2138.39;2344.39;646.14;1121.00;-590.00;-1982.00
29-11-18 03.00;29-11-18 04.00;DK1;2191.35;2460.33;644.72;939.00;-590.00;-1864.00
29-11-18 04.00;29-11-18 05.00;DK1;2344.28;2190.93;646.02;1140.00;-584.00;-1732.00
29-11-18 05.00;29-11-18 06.00;DK1;2713.30;2270.65;466.15;705.00;-534.00;-1072.00
29-11-18 06.00;29-11-18 07.00;DK1;3131.84;2209.44;650.27;510.00;-578.00;-768.00
29-11-18 07.00;29-11-18 08.00;DK1;3250.82;2103.54;550.20;737.00;-584.00;-619.00
29-11-18 08.00;29-11-18 09.00;DK1;3227.73;1971.89;651.84;558.00;-589.00;-351.00
29-11-18 09.00;29-11-18 10.00;DK1;3284.70;1857.68;465.12;693.00;-589.00;-171.00
29-11-18 10.00;29-11-18 11.00;DK1;3271.80;1842.34;574.01;641.00;-588.00;-289.00
29-11-18 11.00;29-11-18 12.00;DK1;3206.91;1865.49;647.73;642.00;-570.00;-439.00
29-11-18 12.00;29-11-18 13.00;DK1;3211.45;1931.15;645.59;575.00;-584.00;-517.00
29-11-18 13.00;29-11-18 14.00;DK1;3159.13;2006.33;648.29;877.00;-582.00;-743.00
29-11-18 14.00;29-11-18 15.00;DK1;3106.42;2250.98;652.29;868.00;-589.00;-916.00
29-11-18 15.00;29-11-18 16.00;DK1;3204.08;2495.32;653.21;772.00;-590.00;-987.00
29-11-18 16.00;29-11-18 17.00;DK1;3351.03;2885.97;654.55;831.00;-590.00;-1386.00
29-11-18 17.00;29-11-18 18.00;DK1;3184.34;2728.76;654.49;1231.00;-590.00;-1578.00
29-11-18 18.00;29-11-18 19.00;DK1;2999.90;2721.72;654.61;1114.00;-588.00;-1605.00
29-11-18 19.00;29-11-18 20.00;DK1;2845.98;2861.79;654.76;1040.00;-582.00;-1932.00
