1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
0;0;0;0;0;0;1.6587652;0;0;0;0;19.35226066;0;0;0;0;0;19.35226066;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;68.73310491;0;0;68.73310491;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;11.2552976;0;0;0;0;11.2552976;0;0;0;0;9.848385399;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;31.17413116;0;0;0;0;31.17413116;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;39.07842679;35.35667186;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;28.0230306;0;0;0;28.0230306;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.75697321;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;92.05057376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;38.3337171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;15.79868456;0;0;0;13.16557047;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;4.578947942;9.157895885;0;35.86842555;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.7972959;0;0;0
0;0;0;0;0;0;0;0;0;0;24.2116477;0;24.2116477;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;33.79575851;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;42.73974814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;10.09225052;0;10.09225052;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.86731665;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;12.09913873;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;19.86384652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.686553748
